seed, runtime(s), ecmin
1, 28.46, 1053
2, 26.37, 969
3, 27.33, 984
4, 25.20, 966
5, 24.42, 969
6, 26.36, 966
7, 24.95, 987
8, 25.03, 933
9, 26.04, 954
10, 24.51, 1002
11, 25.37, 966
12, 25.48, 957
13, 25.13, 984
14, 25.10, 993
15, 25.36, 966
16, 26.44, 972
17, 26.40, 1020
18, 25.95, 972
19, 24.17, 1005
20, 25.69, 1125
21, 23.93, 1029
22, 25.54, 999
23, 24.38, 1005
24, 24.55, 1008
25, 23.84, 969
26, 24.60, 933
27, 24.35, 966
28, 24.11, 945
29, 25.20, 960
30, 24.39, 1035
