seed, runtime(s), ecmin
1, 23.63, 1326
2, 22.25, 1263
3, 21.08, 1278
4, 22.22, 1278
5, 20.90, 1215
6, 23.17, 1284
7, 22.30, 1263
8, 21.41, 1359
9, 21.43, 1218
10, 21.50, 1242
11, 22.11, 1284
12, 20.91, 1263
13, 18.96, 1344
14, 20.08, 1305
15, 20.04, 1278
16, 17.90, 1251
17, 16.22, 1260
18, 15.64, 1290
19, 15.77, 1323
20, 15.71, 1287
21, 16.06, 1239
22, 15.71, 1266
23, 14.95, 1182
24, 15.33, 1230
25, 17.02, 1266
26, 16.10, 1302
27, 15.51, 1239
28, 15.65, 1275
29, 16.09, 1272
30, 16.01, 1335
