seed, runtime(s), ecmin
1, 14.69, 1386
2, 13.36, 1416
3, 12.63, 1434
4, 13.63, 1473
5, 13.43, 1395
6, 12.47, 1440
7, 13.96, 1404
8, 12.90, 1431
9, 12.01, 1410
10, 12.77, 1410
11, 12.29, 1410
12, 12.76, 1395
13, 12.84, 1419
14, 12.67, 1401
15, 13.39, 1404
16, 12.72, 1404
17, 12.01, 1392
18, 13.12, 1404
19, 12.98, 1410
20, 12.33, 1461
21, 12.74, 1395
22, 13.82, 1401
23, 10.55, 1398
24, 9.83, 1422
25, 9.70, 1407
26, 9.48, 1401
27, 9.59, 1419
28, 9.83, 1410
29, 9.75, 1416
30, 9.70, 1410
