seed, runtime(s), ecmin
1, 16.03, 1629
2, 13.04, 1647
3, 13.41, 1605
4, 13.39, 1608
5, 13.14, 1629
6, 13.03, 1593
7, 12.05, 1659
8, 12.39, 1653
9, 12.91, 1593
10, 12.18, 1611
11, 12.75, 1662
12, 12.94, 1629
13, 12.65, 1599
14, 13.05, 1650
15, 12.90, 1647
16, 13.34, 1620
17, 13.29, 1623
18, 12.82, 1626
19, 12.49, 1599
20, 12.70, 1602
21, 11.75, 1599
22, 12.94, 1629
23, 10.76, 1635
24, 9.69, 1596
25, 9.54, 1611
26, 9.70, 1662
27, 9.67, 1620
28, 9.75, 1614
29, 9.79, 1623
30, 9.49, 1626
