seed, runtime(s), ecmin
1, 30.63, 1086
2, 28.76, 1029
3, 28.81, 1005
4, 27.95, 1059
5, 27.51, 1083
6, 29.46, 1086
7, 27.72, 1008
8, 28.18, 1020
9, 27.59, 1089
10, 28.39, 960
11, 27.19, 1053
12, 27.48, 1029
13, 28.11, 987
14, 29.90, 1062
15, 27.05, 1083
16, 26.86, 1032
17, 28.87, 1083
18, 28.51, 1071
19, 26.17, 1059
20, 28.00, 1020
21, 27.64, 1032
22, 28.70, 1044
23, 26.13, 1044
24, 26.52, 1065
25, 27.72, 1062
26, 26.48, 1002
27, 26.99, 1050
28, 26.31, 1044
29, 27.17, 1086
30, 26.17, 1092
