seed, runtime(s), ecmin
1, 34.87, 1188
2, 32.80, 1062
3, 32.21, 1050
4, 32.98, 1113
5, 31.88, 1089
6, 31.71, 1107
7, 32.37, 1065
8, 33.27, 1119
9, 31.46, 1095
10, 32.44, 1122
11, 34.15, 1137
12, 32.24, 1092
13, 32.20, 1104
14, 33.29, 1101
15, 33.95, 1104
16, 35.22, 1101
17, 33.26, 1188
18, 32.40, 1125
19, 31.63, 1068
20, 31.62, 1158
21, 31.07, 1128
22, 30.96, 1053
23, 32.84, 1206
24, 32.20, 1086
25, 32.12, 1044
26, 31.12, 1113
27, 31.52, 1146
28, 31.74, 1086
29, 32.06, 1116
30, 31.67, 1140
