seed, runtime(s), ecmin
1, 42.88, 1377
2, 42.54, 1410
3, 42.43, 1383
4, 40.36, 1353
5, 39.78, 1413
6, 42.07, 1380
7, 39.48, 1338
8, 41.73, 1317
9, 43.72, 1485
10, 41.53, 1434
11, 42.75, 1398
12, 43.51, 1350
13, 41.15, 1365
14, 41.82, 1362
15, 41.23, 1386
16, 40.97, 1338
17, 40.82, 1323
18, 40.15, 1398
19, 42.47, 1416
20, 41.22, 1332
21, 38.35, 1278
22, 38.55, 1365
23, 38.95, 1386
24, 38.36, 1377
25, 38.20, 1311
26, 39.32, 1356
27, 40.22, 1359
28, 38.89, 1467
29, 38.05, 1338
30, 38.91, 1329
