seed, runtime(s), ecmin
1, 22.18, 588
2, 20.04, 618
3, 19.12, 585
4, 19.09, 630
5, 18.93, 573
6, 19.19, 600
7, 19.22, 597
8, 18.07, 612
9, 19.21, 588
10, 19.13, 588
11, 17.55, 576
12, 17.60, 615
13, 18.55, 588
14, 18.79, 597
15, 17.92, 600
16, 17.43, 600
17, 18.09, 597
18, 18.10, 624
19, 17.84, 651
20, 17.38, 558
21, 18.25, 603
22, 17.23, 606
23, 17.55, 597
24, 17.30, 612
25, 17.25, 582
26, 16.78, 561
27, 17.28, 597
28, 17.64, 594
29, 17.95, 606
30, 18.20, 582
