Seed, Runtime(s), ecmin
1, 91.82, 2931
3, 92.79, 2946
4, 94.62, 2934
2, 96.31, 2934
7, 94.70, 2940
8, 97.42, 2940
5, 97.42, 2934
6, 97.50, 2931
11, 105.04, 2925
9, 105.12, 2943
10, 105.69, 2934
12, 108.85, 2931
13, 94.47, 2937
16, 98.61, 2937
14, 99.18, 2931
15, 99.59, 2928
18, 94.27, 2925
17, 96.21, 2934
19, 96.85, 2937
20, 97.90, 2931
24, 95.08, 2940
23, 95.98, 2931
22, 96.76, 2943
21, 98.51, 2940
26, 95.72, 2934
25, 97.60, 2925
27, 97.60, 2937
28, 98.26, 2937
30, 70.65, 2940
29, 73.41, 2928
