Seed, Runtime(s), ecmin
3, 91.83, 2868
4, 92.19, 2847
2, 93.04, 2862
1, 98.80, 2859
6, 94.22, 2865
5, 95.49, 2862
8, 96.97, 2868
7, 99.62, 2856
12, 95.15, 2859
9, 95.58, 2865
11, 97.70, 2874
10, 98.54, 2859
13, 91.99, 2871
15, 93.96, 2850
14, 95.52, 2868
16, 98.42, 2856
18, 93.38, 2853
20, 95.85, 2868
17, 97.19, 2865
19, 97.41, 2859
23, 93.88, 2862
21, 95.36, 2856
22, 96.25, 2862
24, 96.66, 2862
28, 88.75, 2862
26, 90.62, 2859
25, 91.19, 2865
27, 99.58, 2862
29, 61.72, 2859
30, 62.31, 2868
