Seed, Runtime(s), ecmin
4, 71.15, 2583
3, 71.28, 2580
1, 71.51, 2571
2, 71.81, 2571
6, 69.37, 2577
8, 70.16, 2565
5, 72.15, 2574
7, 73.30, 2571
12, 68.23, 2574
9, 68.42, 2571
11, 69.65, 2565
10, 70.81, 2565
13, 70.17, 2577
15, 71.22, 2583
16, 72.19, 2577
14, 73.58, 2574
20, 71.13, 2577
17, 71.22, 2574
19, 72.39, 2574
18, 73.13, 2568
22, 66.67, 2574
21, 69.17, 2580
24, 69.55, 2580
23, 70.89, 2559
26, 69.07, 2574
25, 70.52, 2577
27, 71.07, 2577
28, 71.61, 2556
30, 54.06, 2559
29, 54.28, 2571
