Seed, Runtime(s), ecmin
3, 39.50, 1947
4, 40.01, 1947
2, 40.42, 1941
1, 40.42, 1938
5, 40.13, 1932
6, 40.16, 1941
8, 40.98, 1938
7, 41.11, 1935
10, 38.15, 1941
9, 38.27, 1941
11, 39.46, 1935
12, 43.19, 1938
13, 37.29, 1941
16, 38.19, 1947
14, 38.56, 1929
15, 39.25, 1944
20, 35.08, 1932
18, 35.56, 1935
17, 36.20, 1938
19, 36.83, 1947
22, 34.86, 1926
23, 35.57, 1935
24, 35.73, 1935
21, 36.22, 1935
28, 34.49, 1941
27, 35.43, 1944
25, 36.02, 1938
26, 37.07, 1935
29, 29.25, 1932
30, 29.30, 1938
