Seed, Runtime(s), ecmin
3, 10.99, 891
4, 11.12, 894
2, 11.79, 894
1, 12.04, 888
6, 10.95, 900
8, 11.13, 897
7, 11.14, 894
5, 11.42, 894
10, 10.96, 894
11, 11.44, 894
12, 11.56, 903
9, 11.75, 900
13, 11.26, 900
16, 11.25, 900
15, 11.50, 894
14, 11.74, 897
18, 11.07, 900
17, 11.10, 894
20, 11.29, 900
19, 11.85, 897
24, 11.02, 891
23, 11.09, 897
21, 11.23, 888
22, 11.28, 897
27, 10.90, 897
26, 10.93, 903
25, 10.97, 897
28, 10.98, 909
30, 8.73, 903
29, 9.06, 897
