Input, avgRuntime, ecmin, best, worst, std
100 4 20, 6.03 704.80 702 708 .2400
150 4 20, 10.59 1062.20 1050 1071 .5000
200 4 20, 18.55 1326.40 1317 1335 .2800
250 4 20, 26.50 1754.40 1734 1764 .3500
300 4 20, 37.42 1938.20 1926 1947 .2700
350 4 20, 50.69 2327.20 2316 2340 .2600
400 4 20, 69.61 2726.90 2709 2739 .3000
450 4 20, 92.97 2861.70 2847 2874 .2100
500 4 20, 115.15 3386.10 3372 3396 .1900
