Seed, Runtime(s), ecmin
4, 9.73, 1065
1, 10.19, 1071
3, 10.47, 1062
2, 11.26, 1056
5, 10.23, 1065
6, 10.35, 1059
7, 10.41, 1062
8, 10.84, 1068
10, 10.40, 1062
11, 10.38, 1062
12, 10.49, 1068
9, 11.36, 1059
15, 10.47, 1071
13, 10.81, 1056
16, 10.82, 1059
14, 10.92, 1062
18, 10.29, 1062
19, 10.38, 1071
17, 10.76, 1056
20, 10.80, 1050
23, 10.64, 1059
22, 10.79, 1065
21, 10.96, 1065
24, 12.12, 1059
27, 11.08, 1056
28, 11.40, 1068
26, 11.61, 1053
25, 11.62, 1068
29, 8.08, 1062
30, 8.12, 1065
