Seed, Runtime(s), ecmin
4, 15.02, 1059
1, 15.38, 1059
6, 15.51, 1062
3, 15.67, 1065
5, 15.64, 1065
2, 15.66, 1059
7, 14.46, 1062
11, 14.69, 1059
8, 15.36, 1059
9, 15.48, 1065
12, 15.53, 1065
10, 15.63, 1068
15, 15.33, 1059
14, 15.44, 1053
16, 15.58, 1056
18, 15.68, 1056
13, 15.89, 1056
17, 15.96, 1059
19, 15.77, 1053
20, 16.14, 1065
24, 16.21, 1071
22, 16.26, 1050
21, 16.51, 1053
23, 16.50, 1059
27, 15.76, 1056
29, 16.26, 1065
25, 16.37, 1062
30, 16.48, 1062
28, 16.78, 1074
26, 16.88, 1056
