Seed, Runtime(s), ecmin
4, 25.44, 1326
1, 25.55, 1317
3, 25.62, 1326
5, 25.80, 1323
2, 26.66, 1326
6, 27.03, 1317
7, 27.53, 1326
9, 28.07, 1326
8, 28.22, 1335
10, 28.21, 1329
11, 28.60, 1335
12, 28.61, 1326
15, 25.22, 1329
14, 25.42, 1326
17, 25.88, 1323
13, 26.07, 1326
18, 26.08, 1317
16, 26.94, 1323
22, 31.86, 1326
19, 32.50, 1332
23, 32.69, 1326
21, 32.87, 1320
24, 32.86, 1323
20, 33.44, 1329
30, 25.64, 1329
29, 26.32, 1323
28, 26.43, 1323
26, 26.49, 1323
27, 26.54, 1326
25, 26.61, 1329
