Seed, Runtime(s), mecmin
4, 5.32, 23.00
2, 5.45, 23.00
1, 5.77, 20.00
3, 6.12, 23.00
8, 5.25, 23.00
5, 5.82, 20.00
7, 5.89, 23.00
6, 5.89, 23.00
11, 6.03, 23.00
9, 6.01, 23.00
10, 6.16, 20.00
12, 6.49, 23.00
16, 5.04, 21.00
14, 5.26, 23.00
13, 5.62, 23.00
15, 5.76, 21.00
17, 6.78, 23.00
19, 7.09, 24.00
20, 7.59, 24.00
18, 7.62, 23.00
22, 6.84, 23.00
24, 6.95, 23.00
23, 7.30, 23.00
21, 7.67, 23.00
27, 6.51, 20.00
28, 6.49, 23.00
25, 6.62, 23.00
26, 6.66, 22.00
30, 5.11, 20.00
29, 5.33, 22.00
