Seed, Runtime(s), mecmin
1, 5.35, 39.00
4, 5.52, 33.00
3, 5.84, 33.00
2, 5.90, 33.00
5, 5.46, 33.00
6, 5.47, 33.00
8, 5.46, 33.00
7, 5.69, 33.00
9, 5.07, 33.00
11, 5.06, 33.00
12, 5.34, 36.00
10, 5.54, 33.00
16, 4.84, 33.00
13, 4.84, 33.00
15, 5.19, 33.00
14, 5.23, 36.00
18, 4.85, 35.00
20, 4.95, 33.00
17, 5.21, 35.00
19, 5.34, 33.00
22, 4.54, 36.00
23, 5.09, 33.00
24, 5.57, 33.00
21, 5.63, 36.00
25, 4.88, 33.00
28, 5.12, 33.00
27, 5.16, 33.00
26, 5.63, 36.00
29, 4.05, 36.00
30, 4.29, 33.00
