Seed, Runtime(s), ecmin
3, 5.27, 699.00
2, 5.52, 696.00
1, 5.60, 699.00
4, 5.84, 699.00
8, 5.10, 696.00
6, 5.20, 699.00
7, 5.51, 699.00
5, 6.03, 696.00
9, 5.57, 696.00
11, 6.36, 699.00
10, 6.52, 696.00
12, 6.70, 696.00
15, 5.83, 699.00
13, 5.87, 696.00
14, 5.88, 696.00
16, 6.01, 696.00
19, 5.27, 699.00
20, 5.67, 696.00
17, 5.72, 696.00
18, 5.80, 696.00
22, 5.57, 696.00
21, 5.92, 696.00
24, 5.99, 696.00
23, 6.57, 699.00
26, 6.08, 699.00
27, 6.33, 699.00
28, 6.35, 699.00
25, 6.61, 696.00
30, 4.10, 696.00
29, 5.41, 699.00
