Seed, Runtime(s), mecmin
2, 4.85, 39.00
4, 5.03, 33.00
1, 5.40, 39.00
3, 5.36, 37.00
5, 4.97, 33.00
7, 5.24, 33.00
8, 5.25, 33.00
6, 5.31, 36.00
12, 4.98, 36.00
10, 5.19, 36.00
11, 5.34, 36.00
9, 5.47, 38.00
14, 4.77, 33.00
13, 5.17, 33.00
16, 5.20, 33.00
15, 5.44, 42.00
18, 4.97, 36.00
17, 5.32, 39.00
20, 5.38, 37.00
19, 5.58, 36.00
22, 4.67, 37.00
23, 4.70, 33.00
24, 4.84, 33.00
21, 5.13, 36.00
26, 4.80, 37.00
28, 4.91, 36.00
27, 5.14, 36.00
25, 5.32, 36.00
29, 3.87, 39.00
30, 4.11, 36.00
