Seed, Runtime(s), ecmin
1, 99.51, 2712.00
2, 99.80, 2712.00
3, 105.83, 2703.00
4, 100.26, 2703.00
5, 101.18, 2727.00
6, 104.70, 2718.00
8, 101.36, 2718.00
9, 103.98, 2709.00
7, 104.53, 2697.00
12, 103.56, 2712.00
10, 104.03, 2709.00
11, 104.77, 2706.00
13, 103.94, 2712.00
14, 106.91, 2712.00
15, 107.88, 2721.00
18, 104.86, 2712.00
16, 105.65, 2709.00
17, 106.78, 2715.00
20, 97.94, 2709.00
19, 99.55, 2700.00
21, 100.86, 2703.00
23, 102.54, 2724.00
22, 102.73, 2703.00
24, 106.60, 2712.00
25, 98.07, 2715.00
27, 98.16, 2706.00
26, 99.62, 2721.00
30, 102.58, 2724.00
28, 105.38, 2721.00
29, 107.54, 2712.00
