Seed, Runtime(s), mecmin
1, 39.93, 21
2, 50.35, 18
3, 50.76, 21
4, 53.80, 23
6, 49.50, 23
5, 49.72, 20
8, 43.59, 21
7, 48.67, 26
10, 40.79, 24
9, 47.06, 21
12, 43.86, 23
11, 48.74, 21
14, 40.70, 24
13, 41.67, 24
15, 44.67, 26
16, 47.90, 21
18, 42.49, 24
17, 44.21, 24
20, 41.55, 23
19, 42.78, 21
22, 40.45, 23
21, 44.24, 24
24, 46.71, 23
23, 47.07, 21
26, 44.62, 24
25, 48.83, 21
27, 48.49, 24
28, 52.88, 24
29, 55.92, 24
30, 58.75, 21
