Seed, Runtime(s), mecmin
1, 62.47, 21
2, 64.38, 21
3, 57.36, 20
4, 58.98, 21
5, 52.25, 21
6, 64.42, 21
8, 52.77, 23
7, 55.94, 23
10, 52.37, 23
9, 57.97, 21
12, 53.40, 21
11, 54.67, 21
14, 57.95, 21
13, 59.16, 23
15, 55.88, 21
16, 57.75, 22
18, 55.18, 21
17, 56.89, 23
20, 53.18, 21
19, 53.57, 21
22, 53.35, 23
21, 57.88, 21
23, 53.17, 23
24, 63.04, 21
25, 53.54, 22
26, 56.80, 22
27, 59.60, 23
28, 60.84, 23
30, 66.07, 21
29, 67.16, 21
