Seed, Runtime(s), mecmin
1, 81.17, 24
2, 82.86, 25
3, 73.70, 30
4, 79.30, 24
6, 75.83, 27
5, 88.85, 27
7, 75.55, 24
8, 78.69, 28
9, 85.13, 26
10, 87.55, 27
12, 83.71, 27
11, 88.98, 29
14, 78.84, 27
13, 86.66, 25
16, 74.36, 27
15, 76.48, 27
18, 75.34, 27
17, 84.42, 30
20, 75.05, 28
19, 80.77, 25
22, 73.59, 25
21, 76.51, 28
24, 66.43, 24
23, 75.48, 24
25, 69.60, 24
26, 74.81, 26
28, 68.37, 27
27, 73.50, 28
30, 70.80, 27
29, 71.05, 27
