Seed, Runtime(s), mecmin
2, 9.39, 17
1, 10.12, 18
3, 10.40, 18
4, 10.49, 18
5, 11.05, 20
6, 11.71, 20
8, 10.00, 18
7, 10.12, 18
9, 10.01, 20
10, 10.74, 18
12, 9.18, 18
11, 10.81, 18
14, 10.12, 18
13, 10.22, 18
15, 10.29, 18
16, 10.63, 18
18, 9.13, 18
17, 9.98, 18
19, 9.44, 18
20, 9.64, 18
21, 8.93, 18
22, 10.69, 18
24, 9.42, 17
23, 10.39, 18
26, 9.97, 18
25, 10.91, 20
27, 9.23, 18
28, 9.60, 20
30, 10.27, 18
29, 10.90, 18
