Seed, Runtime(s), mecmin
2, 30.89, 20
1, 34.03, 23
4, 33.72, 23
3, 37.30, 23
5, 34.66, 21
6, 38.40, 23
7, 32.96, 20
8, 42.52, 23
10, 35.61, 21
9, 35.80, 21
12, 30.43, 23
11, 36.25, 20
14, 37.75, 23
13, 41.31, 21
15, 32.05, 21
16, 33.40, 20
18, 29.87, 20
17, 33.46, 20
20, 32.63, 20
19, 39.53, 23
22, 33.77, 20
21, 34.04, 20
24, 31.17, 23
23, 32.82, 20
25, 31.24, 21
26, 36.37, 20
27, 31.81, 23
28, 33.92, 19
30, 33.00, 20
29, 33.00, 22
