Seed, Runtime(s), ecmin
2, 21.56, 1689
1, 21.75, 1698
3, 20.98, 1686
4, 21.75, 1692
5, 21.40, 1698
6, 21.51, 1695
7, 21.08, 1686
8, 21.64, 1686
10, 21.55, 1701
9, 21.69, 1695
11, 20.67, 1695
12, 21.51, 1692
14, 20.33, 1689
13, 22.08, 1686
16, 21.47, 1692
15, 22.67, 1689
17, 21.64, 1686
18, 21.67, 1698
20, 21.62, 1689
19, 22.31, 1683
21, 21.10, 1692
22, 21.46, 1695
24, 20.33, 1695
23, 21.48, 1692
25, 20.95, 1686
26, 21.10, 1686
28, 20.76, 1698
27, 21.37, 1692
29, 21.21, 1695
30, 22.44, 1689
