Seed, Runtime(s), ecmin
1, 79.26, 3393
2, 82.14, 3387
4, 79.48, 3378
3, 81.93, 3393
6, 77.83, 3381
5, 78.56, 3402
8, 81.72, 3396
7, 83.03, 3378
9, 76.33, 3399
10, 81.52, 3399
11, 79.49, 3381
12, 82.48, 3396
13, 78.29, 3390
14, 79.02, 3393
15, 79.95, 3378
16, 84.49, 3387
17, 76.26, 3387
18, 77.56, 3387
20, 77.40, 3378
19, 78.43, 3393
21, 75.63, 3387
22, 78.55, 3381
24, 82.01, 3393
23, 83.82, 3390
26, 76.04, 3390
25, 85.35, 3390
28, 80.73, 3393
27, 83.31, 3396
30, 89.27, 3384
29, 91.46, 3381
