Seed, Runtime(s), ecmin
2, 64.25, 2940
1, 66.29, 2934
4, 62.52, 2940
3, 66.08, 2937
5, 62.21, 2931
6, 63.07, 2946
7, 65.53, 2934
8, 65.70, 2940
10, 62.69, 2937
9, 62.76, 2931
12, 64.26, 2940
11, 64.97, 2952
13, 66.73, 2946
14, 69.03, 2931
16, 64.89, 2937
15, 65.91, 2934
17, 65.20, 2931
18, 68.70, 2937
19, 63.43, 2946
20, 66.84, 2940
22, 63.97, 2931
21, 64.21, 2946
23, 65.46, 2940
24, 67.32, 2925
25, 62.43, 2931
26, 63.67, 2931
27, 63.27, 2937
28, 67.55, 2928
29, 63.40, 2943
30, 68.76, 2931
