Seed, Runtime(s), ecmin
1, 4.48, 705
2, 4.80, 705
4, 5.08, 705
3, 5.12, 711
5, 4.07, 708
6, 4.25, 705
8, 4.68, 705
7, 5.04, 708
10, 4.59, 705
9, 4.77, 702
11, 4.28, 705
12, 4.77, 705
14, 4.49, 702
13, 4.62, 705
16, 4.74, 705
15, 4.87, 708
17, 3.95, 708
18, 4.60, 705
19, 4.29, 702
20, 4.84, 705
21, 4.15, 708
22, 4.42, 705
24, 4.38, 705
23, 4.49, 708
25, 3.80, 708
26, 4.83, 705
28, 4.71, 702
27, 4.98, 708
30, 4.26, 705
29, 4.32, 702
