Seed, Runtime(s), ecmin
2, 11.38, 1824
1, 12.17, 1815
3, 11.26, 1827
4, 11.86, 1830
6, 11.72, 1815
5, 11.74, 1821
7, 12.17, 1818
8, 12.29, 1812
10, 11.63, 1824
9, 12.14, 1815
11, 11.45, 1824
12, 12.80, 1809
13, 12.00, 1824
14, 12.26, 1821
15, 11.18, 1818
16, 12.38, 1824
17, 11.68, 1824
18, 11.94, 1824
19, 12.09, 1818
20, 12.35, 1824
21, 11.50, 1824
22, 11.89, 1815
23, 11.30, 1824
24, 11.58, 1824
26, 13.17, 1818
25, 14.39, 1815
27, 14.09, 1827
28, 14.08, 1818
30, 15.00, 1815
29, 15.68, 1821
