Seed, Runtime(s), ecmin
1, 9.39, 900
2, 9.52, 903
3, 9.63, 888
4, 10.12, 900
6, 9.61, 894
5, 9.78, 894
7, 8.67, 894
8, 10.08, 897
9, 8.72, 894
10, 9.59, 894
12, 9.37, 900
11, 9.93, 897
13, 8.87, 894
14, 10.16, 894
15, 9.21, 903
16, 9.55, 906
17, 9.22, 897
18, 10.11, 894
20, 9.82, 906
19, 10.01, 894
22, 10.16, 894
21, 10.21, 891
24, 9.11, 900
23, 10.25, 897
25, 8.67, 900
26, 8.97, 903
27, 9.23, 897
28, 9.92, 906
29, 8.54, 900
30, 9.32, 900
